run_id,project,run_name,dataset,seed,runtime_mins,top_k,agent_model,method,final_score,ppo_used,rollouts,rollouts_budget,cs,ca,metric,optimizer_name,optimization_surface,metaprompt_style,num_fewshot,batch_size,prompt_per_example,train_size,epochs,top_k_prompts,valset_size,num_iterations,global_step,total_iterations,test_size,input_tokens,output_tokens,real_cost_usd,estimated_cost_usd
oarwpibw,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,RHYMES,3.0,6.68,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,12.5,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
uy9vl7up,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,NUM_TO_VERBAL,3.0,6.75,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,87.5,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
z07jnus8,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,CAUSE_AND_EFFECT,3.0,6.82,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,40.0,True,3840.0,,,,,,,,,16.0,4.0,26.0,30.0,,,,59.0,,25.0,,,,
jsvot9w1,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,LARGER_ANIMAL,3.0,6.52,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,93.75,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
8m2ad850,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,SECOND_WORD_LETTER,3.0,6.55,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,18.75,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
x5ltxxkj,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,TAXONOMY_ANIMAL,3.0,6.72,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,50.0,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
u299b6hc,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,NEGATION,3.0,6.72,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,68.75,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
gsskb3xd,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,COMMON_CONCEPT,3.0,6.48,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,50.0,True,3840.0,,,,,,,,,16.0,4.0,17.0,30.0,,,,59.0,,16.0,,,,
z7viaztr,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,DIFF,3.0,6.43,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,100.0,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
ovg0a6id,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,TRANSLATION_EN-ES,3.0,6.17,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,31.25,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
3jcm00fe,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,ORTHOGRAPHY_STARTS_WITH,3.0,6.97,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,31.25,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
h5osl9wl,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,SENTIMENT,3.0,6.72,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,100.0,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
jyv22mj7,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,INFORMAL_TO_FORMAL,3.0,3.55,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,39.90964590964591,True,1920.0,,,,,,,,,16.0,4.0,15.0,30.0,,,,29.0,,15.0,,,,
asqz76id,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,SUM,3.0,6.53,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,100.0,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
ixe0a886,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,SINGULAR_TO_PLURAL,3.0,6.42,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,93.75,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
e2aq8jh5,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,ACTIVE_TO_PASSIVE,3.0,6.5,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,100.0,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
b8n9xp82,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,TRANSLATION_EN-DE,3.0,6.32,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,25.0,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
xkxylho2,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,SENTENCE_SIMILARITY,3.0,7.18,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,31.25,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
y7gpc91k,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,TRANSLATION_EN-FR,3.0,6.12,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,31.25,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
khz29jhu,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,LETTERS_LIST,3.0,6.57,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,56.25,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
97vhamsm,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,FIRST_WORD_LETTER,3.0,6.82,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,93.75,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
fepne7t8,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s3_re,SYNONYMS,3.0,6.58,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,25.0,True,3840.0,,,,,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
x1w1zuh1,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,ANTONYMS,6.0,7.25,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,69.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
8pwb3fml,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,WORD_IN_CONTEXT,6.0,7.4,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,49.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
fykqraaf,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,RHYMES,6.0,7.47,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,9.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
1v947onh,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,NUM_TO_VERBAL,6.0,7.72,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,55.00000000000001,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
fdghz6vx,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,CAUSE_AND_EFFECT,6.0,6.77,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,60.0,True,3840.0,,,,em,,,,,16.0,4.0,26.0,30.0,,,,59.0,,25.0,,,,
x8twx5pr,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,LARGER_ANIMAL,6.0,7.0,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,54.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
i0nrgxvf,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SECOND_WORD_LETTER,6.0,7.17,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,14.000000000000002,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
4tn3ldme,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,TAXONOMY_ANIMAL,6.0,7.35,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,55.00000000000001,True,3840.0,,,,es,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
o4k7nzsl,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,NEGATION,6.0,7.42,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,79.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
1azp7maf,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,COMMON_CONCEPT,6.0,6.38,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,16.87499999999999,True,3840.0,,,,f1,,,,,16.0,4.0,17.0,30.0,,,,59.0,,16.0,,,,
1n1ewrnp,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,DIFF,6.0,7.1,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,2.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
p634eblj,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,TRANSLATION_EN-ES,6.0,6.87,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,23.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
zxw36jg3,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,ORTHOGRAPHY_STARTS_WITH,6.0,7.33,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,15.0,True,3840.0,,,,es,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
7fvfzens,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SENTIMENT,6.0,7.58,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,86.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
6lwi3mq8,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,INFORMAL_TO_FORMAL,6.0,3.6,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,40.93410701212558,True,1920.0,,,,f1,,,,,16.0,4.0,15.0,30.0,,,,29.0,,15.0,,,,
kv6niv96,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SUM,6.0,7.08,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,3.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
4g1zp7gx,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SINGULAR_TO_PLURAL,6.0,6.88,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,95.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
rq1768pz,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,ACTIVE_TO_PASSIVE,6.0,7.23,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,100.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
fkjd03ik,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,TRANSLATION_EN-DE,6.0,6.98,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,20.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
ljo176e1,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SENTENCE_SIMILARITY,6.0,7.38,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,23.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
0zjbfjbk,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,TRANSLATION_EN-FR,6.0,6.82,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,32.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
oxn8x551,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,LETTERS_LIST,6.0,7.15,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,56.00000000000001,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
tpq3quf7,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,FIRST_WORD_LETTER,6.0,7.22,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,93.0,True,3840.0,,,,em,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
wo56tdgm,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SYNONYMS,6.0,8.52,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,12.0,True,3840.0,,,,contains,,,,,16.0,4.0,32.0,30.0,,,,59.0,,100.0,,,,
vh2r1ee7,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,ANTONYMS,6.0,37.95,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,68.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
cr9h5kos,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,WORD_IN_CONTEXT,6.0,40.6,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,50.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
a2mignvr,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,RHYMES,6.0,37.6,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,3.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
8njysxts,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,NUM_TO_VERBAL,6.0,36.2,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,77.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
w4rwug6n,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,CAUSE_AND_EFFECT,6.0,37.47,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,60.0,True,12800.0,,,,em,,,,,16.0,4.0,26.0,100.0,,,,199.0,,25.0,,,,
gr159iws,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,LARGER_ANIMAL,6.0,36.97,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,79.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
8320cdfd,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SECOND_WORD_LETTER,6.0,37.23,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,14.000000000000002,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
hbyqjltd,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,TAXONOMY_ANIMAL,6.0,38.57,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,79.0,True,12800.0,,,,es,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
nebz7o1j,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,NEGATION,6.0,39.35,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,76.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
ince3hn7,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,COMMON_CONCEPT,6.0,34.32,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,16.87499999999999,True,12800.0,,,,f1,,,,,16.0,4.0,17.0,100.0,,,,199.0,,16.0,,,,
z7fv2zmc,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,DIFF,6.0,39.18,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,2.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
ksbaavzu,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,TRANSLATION_EN-ES,6.0,35.07,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,28.999999999999996,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
13yc9cmw,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,ORTHOGRAPHY_STARTS_WITH,6.0,39.22,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,30.0,True,12800.0,,,,es,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
abtx5xrq,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SENTIMENT,6.0,38.93,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,87.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
yx87svw0,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,INFORMAL_TO_FORMAL,6.0,18.93,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,45.29655140181456,True,6400.0,,,,f1,,,,,16.0,4.0,15.0,100.0,,,,99.0,,15.0,,,,
fj8di6v2,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SUM,6.0,37.57,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,2.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
pwpoa9kg,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SINGULAR_TO_PLURAL,6.0,36.77,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,94.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
1zp7vl6s,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,ACTIVE_TO_PASSIVE,6.0,38.22,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,98.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
uzya0ah3,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,TRANSLATION_EN-DE,6.0,36.25,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,26.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
fwzn1gjy,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SENTENCE_SIMILARITY,6.0,40.45,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,27.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
ad3ds1dx,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,TRANSLATION_EN-FR,6.0,35.63,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,23.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
hxccbihu,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,LETTERS_LIST,6.0,37.3,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,70.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
oh43f0mz,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,FIRST_WORD_LETTER,6.0,36.93,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,97.0,True,12800.0,,,,em,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
dwpv12iw,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SYNONYMS,6.0,37.92,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,14.000000000000002,True,12800.0,,,,contains,,,,,16.0,4.0,32.0,100.0,,,,199.0,,100.0,,,,
ooeqfdwi,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,ANTONYMS,6.0,75.78,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,72.0,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
7b8pcgmp,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,WORD_IN_CONTEXT,6.0,79.57,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,50.0,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
0vfnr4tn,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,RHYMES,6.0,73.6,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
adakczlb,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,NUM_TO_VERBAL,6.0,70.65,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,79.0,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
jewwiv6a,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,CAUSE_AND_EFFECT,6.0,74.33,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,60.0,True,25600.0,,,,em,,,,,16.0,4.0,26.0,200.0,,,,399.0,,25.0,,,,
viyevmbv,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,LARGER_ANIMAL,6.0,71.83,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,86.0,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
8p58c7ce,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SECOND_WORD_LETTER,6.0,72.9,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,14.000000000000002,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
7xjf8nxq,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,TAXONOMY_ANIMAL,6.0,75.52,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,79.0,True,25600.0,,,,es,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
yr7zbwik,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,NEGATION,6.0,77.02,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,81.0,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
xj74yd2d,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,COMMON_CONCEPT,6.0,68.32,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,16.87499999999999,True,25600.0,,,,f1,,,,,16.0,4.0,17.0,200.0,,,,399.0,,16.0,,,,
f0cljbpe,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,DIFF,6.0,73.0,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,2.0,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
k63x8lus,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,TRANSLATION_EN-ES,6.0,68.97,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,36.0,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
wpnikx0u,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,ORTHOGRAPHY_STARTS_WITH,6.0,77.7,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,24.0,True,25600.0,,,,es,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
4pe5m4de,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SENTIMENT,6.0,77.02,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,87.0,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
2zbjozkz,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,INFORMAL_TO_FORMAL,6.0,37.87,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,44.83078325183587,True,12800.0,,,,f1,,,,,16.0,4.0,15.0,200.0,,,,199.0,,15.0,,,,
vlxloxje,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SUM,6.0,74.02,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,2.0,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
8r2z8ben,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,SINGULAR_TO_PLURAL,6.0,71.9,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,93.0,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
xwgposix,GFB_II,gemma-1.1-7b-it_TO_gemma-1.1-7b-it_bs16_top5_s6,ACTIVE_TO_PASSIVE,6.0,74.88,1.0,google/gemma-1.1-7b-it,StablePrompt-PPO,99.0,True,25600.0,,,,em,,,,,16.0,4.0,32.0,200.0,,,,399.0,,100.0,,,,
